sentence,emotion,cleaned_text
Why does he get to hang out with you more,jealousy,why does he get to hang out with you more
I hate seeing you with other people right now.,jealousy,i hate seeing you with other people right now.
I'm so jealous of the time he spends with her.,jealousy,i'm so jealous of the time he spends with her.
Why do you have to flirt with him like that?,jealousy,why do you have to flirt with him like that?
My jealousy is eating away at me right now.,jealousy,my jealousy is eating away at me right now.
"I don't want anyone else near you, okay?",jealousy,"i don't want anyone else near you, okay?"
Seeing his posts makes my blood boil every time.,jealousy,seeing his posts makes my blood boil every time.
You have no idea how much I hate this situation.,jealousy,you have no idea how much i hate this situation.
"Can we please just be alone tonight, no friends?",jealousy,"can we please just be alone tonight, no friends?"
"Your attention is all mine, got it?",jealousy,"your attention is all mine, got it?"
I'm freaking out about your ex being back.,jealousy,i'm freaking out about your ex being back.
I feel like you're slipping away from me slowly.,jealousy,i feel like you're slipping away from me slowly.
Seeing you with him makes my blood boil instantly.,jealousy,seeing you with him makes my blood boil instantly.
Why are you still friends with your ex anyway?,jealousy,why are you still friends with your ex anyway?
Your flirtation with him is really getting to me.,jealousy,your flirtation with him is really getting to me.
It kills me knowing you still think about them sometimes,jealousy,it kills me knowing you still think about them sometimes
Can't stand seeing their name pop up on your phone,jealousy,can't stand seeing their name pop up on your phone
Feel so insecure when you talk about past relationships,jealousy,feel so insecure when you talk about past relationships
Your smile around him makes me ridiculously jealous,jealousy,your smile around him makes me ridiculously jealous
I'm a little annoyed you're spending time with her.,jealousy,i'm a little annoyed you're spending time with her.
My day got worse when I saw your post.,jealousy,my day got worse when i saw your post.
You seem really close to him all of a sudden.,jealousy,you seem really close to him all of a sudden.
I'm surprised you didn't invite me to the party.,jealousy,i'm surprised you didn't invite me to the party.
"Your new friend seems really interesting, huh?",jealousy,"your new friend seems really interesting, huh?"
I wish we were spending more time together lately.,jealousy,i wish we were spending more time together lately.
You seem happier when we're not around each other.,jealousy,you seem happier when we're not around each other.
I feel like I'm losing your attention to someone else.,jealousy,i feel like i'm losing your attention to someone else.
I'm a bit annoyed she gets all the attention.,jealousy,i'm a bit annoyed she gets all the attention.
My friend's success is making me feel slightly left out.,jealousy,my friend's success is making me feel slightly left out.
I wish I could travel as much as he does.,jealousy,i wish i could travel as much as he does.
Sometimes I feel like my partner's ex was better off.,jealousy,sometimes i feel like my partner's ex was better off.
I'm feeling a tiny bit threatened by her skills.,jealousy,i'm feeling a tiny bit threatened by her skills.
My coworker's promotion is making me feel a bit jealous.,jealousy,my coworker's promotion is making me feel a bit jealous.
I wish I had his confidence in social situations.,jealousy,i wish i had his confidence in social situations.
I feel slightly insecure when he talks to her.,jealousy,i feel slightly insecure when he talks to her.
I'm a little envious of their relationship right now.,jealousy,i'm a little envious of their relationship right now.
I feel a bit left out of your plans tonight.,jealousy,i feel a bit left out of your plans tonight.
I'm a little annoyed you're hanging out with him again.,jealousy,i'm a little annoyed you're hanging out with him again.
I wish I could join you on that trip somehow.,jealousy,i wish i could join you on that trip somehow.
Your Instagram posts make my life seem boring today.,jealousy,your instagram posts make my life seem boring today.
I'm feeling a bit insecure about our relationship right now.,jealousy,i'm feeling a bit insecure about our relationship right now.
My sister's success is making me feel pretty inadequate.,jealousy,my sister's success is making me feel pretty inadequate.
I wish you'd include me in your plans more often.,jealousy,i wish you'd include me in your plans more often.
Seeing you with others makes me feel a bit possessive.,jealousy,seeing you with others makes me feel a bit possessive.
Why is my ex liking all your posts suddenly?,jealousy,why is my ex liking all your posts suddenly?
Who's that guy you're always texting now?,jealousy,who's that guy you're always texting now?
You seem really into that new coworker of yours.,jealousy,you seem really into that new coworker of yours.
Why did you spend the whole day with him?,jealousy,why did you spend the whole day with him?
My friend is flirting with you way too much.,jealousy,my friend is flirting with you way too much.
I don't trust how friendly you are with my rival.,jealousy,i don't trust how friendly you are with my rival.
