text,label
that movie was super disturbing and not fun at all.,disgust
my dog sounds really sick all of sudden,fear
i'm beyond mortified about what just happened.,embarrassment
"i'm a little jealous of your relationship, no lie.",jealousy
i'm hoping for some good news soonish.,hope
i wish i had spent more time with my family.,guilt
at least today wasn’t as terrible as yesterday thankfully,relief
i kinda wish my friends liked my ideas as much,jealousy
this is not the outcome i was hoping for obviously,disappointment
today was a really tough day for me emotionally,sadness
"my roommate left the dishes for me again, ugh!",disgust
i've got a good feeling about next week.,hope
maybe i should've called mom back sooner this morning actually.,guilt
my day is going a bit slowly today.,frustration
i'm so alone and it's killing me today.,loneliness
i think my life is turning around slowly but surely.,hope
this surprise party is rather utterly amazing tonight somehow.,happiness
i'm beating myself up over that careless mistake yesterday.,guilt
i'm getting a little nervous about the interview.,fear
"feeling a bit off, not sure why though.",sadness
i'm beyond thankful for my amazing friends and family.,gratitude
"all ten final corrected moderatesadness expressions, best results",sadness
i'm a little surprised i'm enjoying this movie.,surprise
my ex is moving on too fast for me.,jealousy
i'm feeling a tad responsible for the team's loss.,guilt
i just landed my dream internship and i'm stoked.,pride
i'm so mortified about that mistake yesterday.,embarrassment
"my sibling is being really selfish right now, geez.",anger
i didn't expect to love this movie so much.,surprise
my day is totally made with this amazing news!,happiness
this could be the start of something truly amazing.,excitement
i just nailed that presentation at work today.,pride
i just want someone to talk to right now.,loneliness
i'm really freaking out about being late again today,anxiety
"i'm having a bad day, that's for sure.",frustration
"i'm surprisingly good at this video game, who knew?",surprise
just received an invitation to a secret art gallery!,excitement
my life is a mess and i don't know why.,confusion
i still can't believe what just happened it's surreal,surprise
i'm really confused about what just happened here.,confusion
my project is done and i feel relieved already.,relief
a longawaited concert ticket finally landed in my inbox.,excitement
today has been a really lonely day so far.,loneliness
i feel really blessed to have such a comfy home.,gratitude
i feel super awkward around him still.,embarrassment
totally overwhelmed with joy at this incredible news today.,happiness
totally ecstatic about my sister's surprise birthday party tonight!,happiness
this is really the best day of my life.,happiness
why is my internet connection so slow today?!,anger
it's hard when nobody understands what i'm going through.,loneliness
i feel queasy from watching that surgery video.,disgust
the traffic wasn't as terrible as i expected.,relief
i'm getting a little anxious about the party tonight.,anxiety
this moment with him is utterly breathtakingly perfect.,happiness
my feelings for you are growing every day slowly,love
i don't get why my phone isn't charging properly.,confusion
"suddenly, fireworks of joy exploded in her ecstatic heart!",excitement
my food is literally crawling with ants right now.,disgust
maybe this is the turning point for me finally succeeding.,hope
"my luck has got to change eventually, right?",hope
just got rejected from that job i wanted badly.,disappointment
i feel sick to my stomach about this situation.,disgust
or rephrased just tripped outside and died,embarrassment
feeling completely on top of the world today somehow.,happiness
i'm feeling slightly more optimistic today somehow.,hope
feeling a bit selfconscious about my outfit choice now,embarrassment
today was kind of boring,sadness
my team crushed it in the tournament finals!,pride
my feelings for you just keep growing every single day,love
i'm really sorry for being late to our meeting.,guilt
my exam went way better than expected today somehow.,relief
i'm proud of how far i've come in the gym.,pride
i'm so sorry about what happened last night.,embarrassment
feeling pretty isolated from friends and family lately,loneliness
"today was really good, thanks to my coffee.",gratitude
"maybe they're just being friendly, but still feels weird",jealousy
can't believe nobody warned me about that surprise party...,embarrassment
i'm grateful for the little things in life now,gratitude
i'm so happy to be going home right now,relief
my life is really isolating me right now,loneliness
that movie wasn't as good as i thought.,disappointment
"walking on air, feeling utterly carefree and totally alive.",happiness
"my day has been pretty disappointing so far, sadly",disappointment
i'm getting really worked up over nothing again.,anxiety
what if something bad happens on our trip abroad?,fear
i just got tickets to the soldout concert somehow.,surprise
getting married to her was quite the perfect day.,happiness
i'm such a terrible friend for not calling back.,guilt
i'm feeling pretty guilty about canceling plans,guilt
this city can be really lonely at times.,loneliness
why are you being so secretive about your plans?,jealousy
i'm really falling for you right now honestly.,love
my car's fixed and it didn't cost an arm,relief
the gym was ridiculously crowded and gross today too.,disgust
my brother left his stinky socks on my bed again,disgust
i'm feeling kinda guilty about what i did yesterday.,guilt
i wish he would come back to me somehow,sadness
